"trainer/global_step","SPT-64 - _step","SPT-64 - _step__MIN","SPT-64 - _step__MAX","SPT-64 - train/loss","SPT-64 - train/loss__MIN","SPT-64 - train/loss__MAX"
"5384","2260","2260","2260","1.31689453125","1.31689453125","1.31689453125"
"5389","2262","2262","2262","1.4005738496780396","1.4005738496780396","1.4005738496780396"
"5394","2264","2264","2264","1.4990699291229248","1.4990699291229248","1.4990699291229248"
"5399","2267","2267","2267","1.4697089195251465","1.4697089195251465","1.4697089195251465"
"5404","2269","2269","2269","1.5511119365692139","1.5511119365692139","1.5511119365692139"
"5409","2271","2271","2271","1.3859983682632446","1.3859983682632446","1.3859983682632446"
"5414","2273","2273","2273","1.412599802017212","1.412599802017212","1.412599802017212"
"5419","2275","2275","2275","1.6774413585662842","1.6774413585662842","1.6774413585662842"
"5424","2277","2277","2277","1.420353651046753","1.420353651046753","1.420353651046753"
"5429","2279","2279","2279","1.5543516874313354","1.5543516874313354","1.5543516874313354"
"5434","2281","2281","2281","1.585071325302124","1.585071325302124","1.585071325302124"
"5439","2283","2283","2283","1.4955129623413086","1.4955129623413086","1.4955129623413086"
"5444","2285","2285","2285","1.293360948562622","1.293360948562622","1.293360948562622"
"5449","2288","2288","2288","1.5621769428253174","1.5621769428253174","1.5621769428253174"
"5454","2290","2290","2290","1.4944125413894653","1.4944125413894653","1.4944125413894653"
"5459","2292","2292","2292","1.3515746593475342","1.3515746593475342","1.3515746593475342"
"5464","2294","2294","2294","1.4935052394866943","1.4935052394866943","1.4935052394866943"
"5469","2296","2296","2296","1.5779603719711304","1.5779603719711304","1.5779603719711304"
"5474","2298","2298","2298","1.4095507860183716","1.4095507860183716","1.4095507860183716"
"5479","2300","2300","2300","1.4751919507980347","1.4751919507980347","1.4751919507980347"
"5484","2302","2302","2302","1.5551984310150146","1.5551984310150146","1.5551984310150146"
"5489","2304","2304","2304","1.3139162063598633","1.3139162063598633","1.3139162063598633"
"5494","2306","2306","2306","1.3872504234313965","1.3872504234313965","1.3872504234313965"
"5499","2309","2309","2309","1.4469482898712158","1.4469482898712158","1.4469482898712158"
"5504","2311","2311","2311","1.3036091327667236","1.3036091327667236","1.3036091327667236"
"5509","2313","2313","2313","1.2357263565063477","1.2357263565063477","1.2357263565063477"
"5514","2315","2315","2315","1.4269702434539795","1.4269702434539795","1.4269702434539795"
"5519","2317","2317","2317","1.4045581817626953","1.4045581817626953","1.4045581817626953"
"5524","2319","2319","2319","1.578059196472168","1.578059196472168","1.578059196472168"
"5529","2321","2321","2321","1.1736891269683838","1.1736891269683838","1.1736891269683838"
"5534","2323","2323","2323","1.3720532655715942","1.3720532655715942","1.3720532655715942"
"5539","2325","2325","2325","1.5064386129379272","1.5064386129379272","1.5064386129379272"
"5544","2327","2327","2327","1.275556206703186","1.275556206703186","1.275556206703186"
"5549","2330","2330","2330","1.3813838958740234","1.3813838958740234","1.3813838958740234"
"5554","2332","2332","2332","1.6379791498184204","1.6379791498184204","1.6379791498184204"
"5559","2334","2334","2334","1.4774824380874634","1.4774824380874634","1.4774824380874634"
"5564","2336","2336","2336","1.6930627822875977","1.6930627822875977","1.6930627822875977"
"5569","2338","2338","2338","1.5481841564178467","1.5481841564178467","1.5481841564178467"
"5574","2340","2340","2340","1.488065481185913","1.488065481185913","1.488065481185913"
"5579","2342","2342","2342","1.940108299255371","1.940108299255371","1.940108299255371"
"5584","2344","2344","2344","1.6460319757461548","1.6460319757461548","1.6460319757461548"
"5589","2346","2346","2346","1.5536301136016846","1.5536301136016846","1.5536301136016846"
"5594","2348","2348","2348","1.5238443613052368","1.5238443613052368","1.5238443613052368"
"5599","2351","2351","2351","1.5949194431304932","1.5949194431304932","1.5949194431304932"
"5604","2353","2353","2353","1.6461284160614014","1.6461284160614014","1.6461284160614014"
"5609","2355","2355","2355","1.565299391746521","1.565299391746521","1.565299391746521"
"5614","2357","2357","2357","1.4587604999542236","1.4587604999542236","1.4587604999542236"
"5619","2359","2359","2359","1.3599519729614258","1.3599519729614258","1.3599519729614258"
"5624","2361","2361","2361","1.6804516315460205","1.6804516315460205","1.6804516315460205"
"5629","2363","2363","2363","1.411194920539856","1.411194920539856","1.411194920539856"
"5634","2365","2365","2365","1.5366977453231812","1.5366977453231812","1.5366977453231812"
"5639","2367","2367","2367","1.3505785465240479","1.3505785465240479","1.3505785465240479"
"5644","2369","2369","2369","1.3740140199661255","1.3740140199661255","1.3740140199661255"
"5649","2372","2372","2372","1.4151870012283325","1.4151870012283325","1.4151870012283325"
"5654","2374","2374","2374","1.3703440427780151","1.3703440427780151","1.3703440427780151"
"5659","2376","2376","2376","1.3912570476531982","1.3912570476531982","1.3912570476531982"
"5664","2378","2378","2378","1.670932412147522","1.670932412147522","1.670932412147522"
"5669","2380","2380","2380","1.361086130142212","1.361086130142212","1.361086130142212"
"5674","2382","2382","2382","1.5585339069366455","1.5585339069366455","1.5585339069366455"
"5679","2384","2384","2384","1.5131237506866455","1.5131237506866455","1.5131237506866455"
"5684","2386","2386","2386","1.3294293880462646","1.3294293880462646","1.3294293880462646"
"5689","2388","2388","2388","1.5969810485839844","1.5969810485839844","1.5969810485839844"
"5694","2390","2390","2390","1.4570938348770142","1.4570938348770142","1.4570938348770142"
"5699","2393","2393","2393","1.3595328330993652","1.3595328330993652","1.3595328330993652"
"5704","2395","2395","2395","1.3351339101791382","1.3351339101791382","1.3351339101791382"
"5709","2397","2397","2397","1.311667799949646","1.311667799949646","1.311667799949646"
"5714","2399","2399","2399","1.3255327939987183","1.3255327939987183","1.3255327939987183"
"5719","2401","2401","2401","1.2788273096084595","1.2788273096084595","1.2788273096084595"
"5724","2403","2403","2403","1.3552734851837158","1.3552734851837158","1.3552734851837158"
"5729","2405","2405","2405","1.4006428718566895","1.4006428718566895","1.4006428718566895"
"5734","2407","2407","2407","1.269802212715149","1.269802212715149","1.269802212715149"
"5739","2409","2409","2409","1.458777666091919","1.458777666091919","1.458777666091919"
"5744","2411","2411","2411","1.3351891040802002","1.3351891040802002","1.3351891040802002"
"5749","2414","2414","2414","1.516188383102417","1.516188383102417","1.516188383102417"
"5754","2416","2416","2416","1.2716182470321655","1.2716182470321655","1.2716182470321655"
"5759","2418","2418","2418","1.389696478843689","1.389696478843689","1.389696478843689"
"5764","2420","2420","2420","1.3855159282684326","1.3855159282684326","1.3855159282684326"
"5769","2422","2422","2422","1.4017263650894165","1.4017263650894165","1.4017263650894165"
"5774","2424","2424","2424","1.252192735671997","1.252192735671997","1.252192735671997"
"5779","2426","2426","2426","1.4969638586044312","1.4969638586044312","1.4969638586044312"
"5784","2428","2428","2428","1.3012406826019287","1.3012406826019287","1.3012406826019287"
"5789","2430","2430","2430","1.483223557472229","1.483223557472229","1.483223557472229"
"5794","2432","2432","2432","1.3322103023529053","1.3322103023529053","1.3322103023529053"
"5799","2435","2435","2435","1.2901395559310913","1.2901395559310913","1.2901395559310913"
"5804","2437","2437","2437","1.4518043994903564","1.4518043994903564","1.4518043994903564"
"5809","2439","2439","2439","1.5345052480697632","1.5345052480697632","1.5345052480697632"
"5814","2441","2441","2441","1.3787399530410767","1.3787399530410767","1.3787399530410767"
"5819","2443","2443","2443","1.4283806085586548","1.4283806085586548","1.4283806085586548"
"5824","2445","2445","2445","1.256974458694458","1.256974458694458","1.256974458694458"
"5829","2447","2447","2447","1.4220588207244873","1.4220588207244873","1.4220588207244873"
"5834","2449","2449","2449","1.4548029899597168","1.4548029899597168","1.4548029899597168"
"5839","2451","2451","2451","1.5771281719207764","1.5771281719207764","1.5771281719207764"
"5844","2453","2453","2453","1.4322826862335205","1.4322826862335205","1.4322826862335205"
"5849","2456","2456","2456","1.2501556873321533","1.2501556873321533","1.2501556873321533"
"5854","2458","2458","2458","1.385886788368225","1.385886788368225","1.385886788368225"
"5859","2460","2460","2460","1.3925206661224365","1.3925206661224365","1.3925206661224365"
"5864","2462","2462","2462","1.3358094692230225","1.3358094692230225","1.3358094692230225"
"5869","2464","2464","2464","1.6710973978042603","1.6710973978042603","1.6710973978042603"
"5874","2466","2466","2466","1.4904388189315796","1.4904388189315796","1.4904388189315796"
"5879","2468","2468","2468","1.3904609680175781","1.3904609680175781","1.3904609680175781"
"5884","2470","2470","2470","1.5042479038238525","1.5042479038238525","1.5042479038238525"
"5889","2472","2472","2472","1.3947746753692627","1.3947746753692627","1.3947746753692627"
"5894","2474","2474","2474","1.4755170345306396","1.4755170345306396","1.4755170345306396"
"5899","2477","2477","2477","1.3045003414154053","1.3045003414154053","1.3045003414154053"
"5904","2479","2479","2479","1.2593003511428833","1.2593003511428833","1.2593003511428833"
"5909","2481","2481","2481","1.2810940742492676","1.2810940742492676","1.2810940742492676"
"5914","2483","2483","2483","1.4302079677581787","1.4302079677581787","1.4302079677581787"
"5919","2485","2485","2485","1.6086299419403076","1.6086299419403076","1.6086299419403076"
"5924","2487","2487","2487","1.5038750171661377","1.5038750171661377","1.5038750171661377"
"5929","2489","2489","2489","1.5406136512756348","1.5406136512756348","1.5406136512756348"
"5934","2491","2491","2491","1.3441230058670044","1.3441230058670044","1.3441230058670044"
"5939","2493","2493","2493","2.077336311340332","2.077336311340332","2.077336311340332"
"5944","2495","2495","2495","1.9430177211761475","1.9430177211761475","1.9430177211761475"
"5949","2498","2498","2498","1.8568016290664673","1.8568016290664673","1.8568016290664673"
"5954","2500","2500","2500","2.1078848838806152","2.1078848838806152","2.1078848838806152"
"5959","2502","2502","2502","1.7525173425674438","1.7525173425674438","1.7525173425674438"
"5964","2504","2504","2504","2.0072391033172607","2.0072391033172607","2.0072391033172607"
"5969","2506","2506","2506","1.5422980785369873","1.5422980785369873","1.5422980785369873"
"5974","2508","2508","2508","1.686061143875122","1.686061143875122","1.686061143875122"
"5979","2510","2510","2510","1.7168986797332764","1.7168986797332764","1.7168986797332764"
"5984","2512","2512","2512","1.6838667392730713","1.6838667392730713","1.6838667392730713"
"5989","2514","2514","2514","1.541286826133728","1.541286826133728","1.541286826133728"
"5994","2516","2516","2516","1.4793527126312256","1.4793527126312256","1.4793527126312256"
"5999","2519","2519","2519","1.5943626165390015","1.5943626165390015","1.5943626165390015"
"6004","2521","2521","2521","1.7312171459197998","1.7312171459197998","1.7312171459197998"
"6009","2523","2523","2523","1.6048837900161743","1.6048837900161743","1.6048837900161743"
"6014","2525","2525","2525","1.5820224285125732","1.5820224285125732","1.5820224285125732"
"6019","2527","2527","2527","1.607169508934021","1.607169508934021","1.607169508934021"
"6024","2529","2529","2529","1.7005527019500732","1.7005527019500732","1.7005527019500732"
"6029","2531","2531","2531","1.3903120756149292","1.3903120756149292","1.3903120756149292"
"6034","2533","2533","2533","1.4690415859222412","1.4690415859222412","1.4690415859222412"
"6039","2535","2535","2535","1.503083348274231","1.503083348274231","1.503083348274231"
"6044","2537","2537","2537","1.2353439331054688","1.2353439331054688","1.2353439331054688"
"6049","2540","2540","2540","1.2322275638580322","1.2322275638580322","1.2322275638580322"
"6054","2542","2542","2542","1.3309305906295776","1.3309305906295776","1.3309305906295776"
"6059","2544","2544","2544","1.3950408697128296","1.3950408697128296","1.3950408697128296"
"6064","2546","2546","2546","1.3107216358184814","1.3107216358184814","1.3107216358184814"
"6069","2548","2548","2548","1.3812580108642578","1.3812580108642578","1.3812580108642578"
"6074","2550","2550","2550","1.4550691843032837","1.4550691843032837","1.4550691843032837"
"6079","2552","2552","2552","1.4274184703826904","1.4274184703826904","1.4274184703826904"
"6084","2554","2554","2554","1.3025195598602295","1.3025195598602295","1.3025195598602295"
"6089","2556","2556","2556","1.2716588973999023","1.2716588973999023","1.2716588973999023"
"6094","2558","2558","2558","1.3350640535354614","1.3350640535354614","1.3350640535354614"
"6099","2561","2561","2561","1.4943172931671143","1.4943172931671143","1.4943172931671143"
"6104","2563","2563","2563","1.316259741783142","1.316259741783142","1.316259741783142"
"6109","2565","2565","2565","1.3313872814178467","1.3313872814178467","1.3313872814178467"
"6114","2567","2567","2567","1.3503999710083008","1.3503999710083008","1.3503999710083008"
"6119","2569","2569","2569","1.5245320796966553","1.5245320796966553","1.5245320796966553"
"6124","2571","2571","2571","1.4486439228057861","1.4486439228057861","1.4486439228057861"
"6129","2573","2573","2573","1.4735372066497803","1.4735372066497803","1.4735372066497803"
"6134","2575","2575","2575","1.4186451435089111","1.4186451435089111","1.4186451435089111"
"6139","2577","2577","2577","1.3770402669906616","1.3770402669906616","1.3770402669906616"
"6144","2579","2579","2579","1.3289244174957275","1.3289244174957275","1.3289244174957275"
"6149","2582","2582","2582","1.3770694732666016","1.3770694732666016","1.3770694732666016"
"6154","2584","2584","2584","1.3878326416015625","1.3878326416015625","1.3878326416015625"
"6159","2586","2586","2586","1.194553017616272","1.194553017616272","1.194553017616272"
"6164","2588","2588","2588","1.3399436473846436","1.3399436473846436","1.3399436473846436"
"6169","2590","2590","2590","1.4674915075302124","1.4674915075302124","1.4674915075302124"
"6174","2592","2592","2592","1.476468801498413","1.476468801498413","1.476468801498413"
"6179","2594","2594","2594","1.376776099205017","1.376776099205017","1.376776099205017"
"6184","2596","2596","2596","1.3065121173858643","1.3065121173858643","1.3065121173858643"
"6189","2598","2598","2598","1.296182632446289","1.296182632446289","1.296182632446289"
"6194","2600","2600","2600","1.4609227180480957","1.4609227180480957","1.4609227180480957"
"6199","2603","2603","2603","1.3484915494918823","1.3484915494918823","1.3484915494918823"
"6204","2605","2605","2605","1.5152628421783447","1.5152628421783447","1.5152628421783447"
"6209","2607","2607","2607","1.7139530181884766","1.7139530181884766","1.7139530181884766"
"6214","2609","2609","2609","1.5250942707061768","1.5250942707061768","1.5250942707061768"
"6219","2611","2611","2611","1.2861582040786743","1.2861582040786743","1.2861582040786743"
"6224","2613","2613","2613","1.5110034942626953","1.5110034942626953","1.5110034942626953"
"6229","2615","2615","2615","1.3877427577972412","1.3877427577972412","1.3877427577972412"
"6234","2617","2617","2617","1.4750064611434937","1.4750064611434937","1.4750064611434937"
"6239","2619","2619","2619","1.3675657510757446","1.3675657510757446","1.3675657510757446"
"6244","2621","2621","2621","1.260069489479065","1.260069489479065","1.260069489479065"
"6249","2624","2624","2624","1.3250619173049927","1.3250619173049927","1.3250619173049927"
"6254","2626","2626","2626","1.4214483499526978","1.4214483499526978","1.4214483499526978"
"6259","2628","2628","2628","1.9353584051132202","1.9353584051132202","1.9353584051132202"
"6264","2630","2630","2630","1.619188666343689","1.619188666343689","1.619188666343689"
"6269","2632","2632","2632","1.5953588485717773","1.5953588485717773","1.5953588485717773"
"6274","2634","2634","2634","1.379328966140747","1.379328966140747","1.379328966140747"
"6279","2636","2636","2636","1.3508809804916382","1.3508809804916382","1.3508809804916382"
"6284","2638","2638","2638","1.444715976715088","1.444715976715088","1.444715976715088"
"6289","2640","2640","2640","1.579031229019165","1.579031229019165","1.579031229019165"
"6294","2642","2642","2642","1.4459607601165771","1.4459607601165771","1.4459607601165771"
"6299","2645","2645","2645","1.4439674615859985","1.4439674615859985","1.4439674615859985"
"6304","2647","2647","2647","1.3933684825897217","1.3933684825897217","1.3933684825897217"
"6309","2649","2649","2649","1.2678931951522827","1.2678931951522827","1.2678931951522827"
"6314","2651","2651","2651","1.1877657175064087","1.1877657175064087","1.1877657175064087"
"6319","2653","2653","2653","1.277003526687622","1.277003526687622","1.277003526687622"
"6324","2655","2655","2655","1.2656681537628174","1.2656681537628174","1.2656681537628174"
"6329","2657","2657","2657","1.4607137441635132","1.4607137441635132","1.4607137441635132"
"6334","2659","2659","2659","1.4822593927383423","1.4822593927383423","1.4822593927383423"
"6339","2661","2661","2661","1.1827303171157837","1.1827303171157837","1.1827303171157837"
"6344","2663","2663","2663","1.3443905115127563","1.3443905115127563","1.3443905115127563"
"6349","2666","2666","2666","1.2906157970428467","1.2906157970428467","1.2906157970428467"
"6354","2668","2668","2668","1.3703097105026245","1.3703097105026245","1.3703097105026245"
"6359","2670","2670","2670","1.3166753053665161","1.3166753053665161","1.3166753053665161"
"6364","2672","2672","2672","1.2045032978057861","1.2045032978057861","1.2045032978057861"
"6369","2674","2674","2674","1.382707953453064","1.382707953453064","1.382707953453064"
"6374","2676","2676","2676","1.261560082435608","1.261560082435608","1.261560082435608"
"6379","2678","2678","2678","1.3008418083190918","1.3008418083190918","1.3008418083190918"
"6384","2680","2680","2680","1.2901701927185059","1.2901701927185059","1.2901701927185059"
"6389","2682","2682","2682","1.2784169912338257","1.2784169912338257","1.2784169912338257"
"6394","2684","2684","2684","1.2517316341400146","1.2517316341400146","1.2517316341400146"
"6399","2687","2687","2687","1.5510908365249634","1.5510908365249634","1.5510908365249634"
"6404","2689","2689","2689","1.37619948387146","1.37619948387146","1.37619948387146"
"6409","2691","2691","2691","1.3523271083831787","1.3523271083831787","1.3523271083831787"
"6414","2693","2693","2693","1.3001059293746948","1.3001059293746948","1.3001059293746948"
"6419","2695","2695","2695","1.51870596408844","1.51870596408844","1.51870596408844"
"6424","2697","2697","2697","1.1376579999923706","1.1376579999923706","1.1376579999923706"
"6429","2699","2699","2699","1.4637534618377686","1.4637534618377686","1.4637534618377686"
"6434","2701","2701","2701","1.158447504043579","1.158447504043579","1.158447504043579"
"6439","2703","2703","2703","1.3998558521270752","1.3998558521270752","1.3998558521270752"
"6444","2705","2705","2705","1.1975781917572021","1.1975781917572021","1.1975781917572021"
"6449","2708","2708","2708","1.3495566844940186","1.3495566844940186","1.3495566844940186"
"6454","2710","2710","2710","1.2868177890777588","1.2868177890777588","1.2868177890777588"
"6459","2712","2712","2712","1.2671507596969604","1.2671507596969604","1.2671507596969604"
"6464","2714","2714","2714","1.0996534824371338","1.0996534824371338","1.0996534824371338"
"6469","2716","2716","2716","1.2344595193862915","1.2344595193862915","1.2344595193862915"
"6474","2718","2718","2718","1.1861381530761719","1.1861381530761719","1.1861381530761719"
"6479","2720","2720","2720","1.1722676753997803","1.1722676753997803","1.1722676753997803"
"6484","2722","2722","2722","1.2178332805633545","1.2178332805633545","1.2178332805633545"
"6489","2724","2724","2724","1.133743405342102","1.133743405342102","1.133743405342102"
"6494","2726","2726","2726","1.1443097591400146","1.1443097591400146","1.1443097591400146"
"6499","2729","2729","2729","1.15081787109375","1.15081787109375","1.15081787109375"
"6504","2731","2731","2731","1.5628973245620728","1.5628973245620728","1.5628973245620728"
"6509","2733","2733","2733","1.1972172260284424","1.1972172260284424","1.1972172260284424"
"6514","2735","2735","2735","1.2117804288864136","1.2117804288864136","1.2117804288864136"
"6519","2737","2737","2737","1.369692087173462","1.369692087173462","1.369692087173462"
"6524","2739","2739","2739","1.313439130783081","1.313439130783081","1.313439130783081"
"6529","2741","2741","2741","1.1846890449523926","1.1846890449523926","1.1846890449523926"
"6534","2743","2743","2743","1.2641738653182983","1.2641738653182983","1.2641738653182983"
"6539","2745","2745","2745","1.358332872390747","1.358332872390747","1.358332872390747"
"6544","2747","2747","2747","1.3363920450210571","1.3363920450210571","1.3363920450210571"
"6549","2750","2750","2750","1.3730796575546265","1.3730796575546265","1.3730796575546265"
"6554","2752","2752","2752","1.2486984729766846","1.2486984729766846","1.2486984729766846"
"6559","2754","2754","2754","1.280961513519287","1.280961513519287","1.280961513519287"
"6564","2756","2756","2756","1.400137186050415","1.400137186050415","1.400137186050415"
"6569","2758","2758","2758","1.1539785861968994","1.1539785861968994","1.1539785861968994"
"6574","2760","2760","2760","1.2838895320892334","1.2838895320892334","1.2838895320892334"
"6579","2762","2762","2762","1.1064847707748413","1.1064847707748413","1.1064847707748413"
"6584","2764","2764","2764","1.234599232673645","1.234599232673645","1.234599232673645"
"6589","2766","2766","2766","1.413831353187561","1.413831353187561","1.413831353187561"
"6594","2768","2768","2768","1.2269470691680908","1.2269470691680908","1.2269470691680908"
"6599","2771","2771","2771","1.4484888315200806","1.4484888315200806","1.4484888315200806"
"6604","2773","2773","2773","1.359075665473938","1.359075665473938","1.359075665473938"
"6609","2775","2775","2775","1.209309458732605","1.209309458732605","1.209309458732605"
"6614","2777","2777","2777","1.3018150329589844","1.3018150329589844","1.3018150329589844"
"6619","2779","2779","2779","1.2282607555389404","1.2282607555389404","1.2282607555389404"
"6624","2781","2781","2781","1.4294452667236328","1.4294452667236328","1.4294452667236328"
"6629","2783","2783","2783","1.420102834701538","1.420102834701538","1.420102834701538"
"6634","2785","2785","2785","1.3496358394622803","1.3496358394622803","1.3496358394622803"
"6639","2787","2787","2787","1.2397634983062744","1.2397634983062744","1.2397634983062744"
"6644","2789","2789","2789","1.2113040685653687","1.2113040685653687","1.2113040685653687"
"6649","2792","2792","2792","1.2685902118682861","1.2685902118682861","1.2685902118682861"
"6654","2794","2794","2794","1.1326711177825928","1.1326711177825928","1.1326711177825928"
"6659","2796","2796","2796","1.2260133028030396","1.2260133028030396","1.2260133028030396"
"6664","2798","2798","2798","1.5284885168075562","1.5284885168075562","1.5284885168075562"
"6669","2800","2800","2800","1.644895315170288","1.644895315170288","1.644895315170288"
"6674","2802","2802","2802","1.5734323263168335","1.5734323263168335","1.5734323263168335"
"6679","2804","2804","2804","1.307165503501892","1.307165503501892","1.307165503501892"
"6684","2806","2806","2806","1.5016638040542603","1.5016638040542603","1.5016638040542603"
"6689","2808","2808","2808","1.2088863849639893","1.2088863849639893","1.2088863849639893"
"6694","2810","2810","2810","1.4374403953552246","1.4374403953552246","1.4374403953552246"
"6699","2813","2813","2813","1.2930208444595337","1.2930208444595337","1.2930208444595337"
"6704","2815","2815","2815","1.1443403959274292","1.1443403959274292","1.1443403959274292"
"6709","2817","2817","2817","1.2727787494659424","1.2727787494659424","1.2727787494659424"
"6714","2819","2819","2819","1.2909420728683472","1.2909420728683472","1.2909420728683472"
"6719","2821","2821","2821","1.3357332944869995","1.3357332944869995","1.3357332944869995"
"6724","2823","2823","2823","1.3909562826156616","1.3909562826156616","1.3909562826156616"
"6729","2825","2825","2825","1.2343260049819946","1.2343260049819946","1.2343260049819946"
"6734","2827","2827","2827","1.4004323482513428","1.4004323482513428","1.4004323482513428"
"6739","2829","2829","2829","1.3054370880126953","1.3054370880126953","1.3054370880126953"
"6744","2831","2831","2831","1.4203416109085083","1.4203416109085083","1.4203416109085083"
"6749","2834","2834","2834","1.3024749755859375","1.3024749755859375","1.3024749755859375"
"6754","2836","2836","2836","1.2773358821868896","1.2773358821868896","1.2773358821868896"
"6759","2838","2838","2838","1.4822568893432617","1.4822568893432617","1.4822568893432617"
"6764","2840","2840","2840","1.148561954498291","1.148561954498291","1.148561954498291"
"6769","2842","2842","2842","1.264399766921997","1.264399766921997","1.264399766921997"
"6774","2844","2844","2844","1.2188239097595215","1.2188239097595215","1.2188239097595215"
"6779","2846","2846","2846","1.2393181324005127","1.2393181324005127","1.2393181324005127"
"6784","2848","2848","2848","1.2154772281646729","1.2154772281646729","1.2154772281646729"
"6789","2850","2850","2850","1.280354380607605","1.280354380607605","1.280354380607605"
"6794","2852","2852","2852","1.33751380443573","1.33751380443573","1.33751380443573"
"6799","2855","2855","2855","1.415233850479126","1.415233850479126","1.415233850479126"
"6804","2857","2857","2857","1.1905080080032349","1.1905080080032349","1.1905080080032349"
"6809","2859","2859","2859","1.2378348112106323","1.2378348112106323","1.2378348112106323"
"6814","2861","2861","2861","1.2807819843292236","1.2807819843292236","1.2807819843292236"
"6819","2863","2863","2863","1.1523795127868652","1.1523795127868652","1.1523795127868652"
"6824","2865","2865","2865","1.3158434629440308","1.3158434629440308","1.3158434629440308"
"6829","2867","2867","2867","1.381040334701538","1.381040334701538","1.381040334701538"
"6834","2869","2869","2869","1.3733313083648682","1.3733313083648682","1.3733313083648682"
"6839","2871","2871","2871","1.2585809230804443","1.2585809230804443","1.2585809230804443"
"6844","2873","2873","2873","1.4946929216384888","1.4946929216384888","1.4946929216384888"
"6849","2876","2876","2876","1.4198846817016602","1.4198846817016602","1.4198846817016602"
"6854","2878","2878","2878","1.3667188882827759","1.3667188882827759","1.3667188882827759"
"6859","2880","2880","2880","1.1751412153244019","1.1751412153244019","1.1751412153244019"
"6864","2882","2882","2882","1.3859663009643555","1.3859663009643555","1.3859663009643555"
"6869","2884","2884","2884","1.1409919261932373","1.1409919261932373","1.1409919261932373"
"6874","2886","2886","2886","1.58363938331604","1.58363938331604","1.58363938331604"
"6879","2888","2888","2888","1.226455807685852","1.226455807685852","1.226455807685852"
"6884","2890","2890","2890","1.3532905578613281","1.3532905578613281","1.3532905578613281"
"6889","2892","2892","2892","1.1141891479492188","1.1141891479492188","1.1141891479492188"
"6894","2894","2894","2894","1.308763027191162","1.308763027191162","1.308763027191162"
"6899","2897","2897","2897","1.2730096578598022","1.2730096578598022","1.2730096578598022"
"6904","2899","2899","2899","1.1936769485473633","1.1936769485473633","1.1936769485473633"
"6909","2901","2901","2901","1.3406617641448975","1.3406617641448975","1.3406617641448975"
"6914","2903","2903","2903","1.233891487121582","1.233891487121582","1.233891487121582"
"6919","2905","2905","2905","1.2142975330352783","1.2142975330352783","1.2142975330352783"
"6924","2907","2907","2907","1.1939359903335571","1.1939359903335571","1.1939359903335571"
"6929","2909","2909","2909","1.1263831853866577","1.1263831853866577","1.1263831853866577"
"6934","2911","2911","2911","1.3723256587982178","1.3723256587982178","1.3723256587982178"
"6939","2913","2913","2913","1.195361614227295","1.195361614227295","1.195361614227295"
"6944","2915","2915","2915","1.085031270980835","1.085031270980835","1.085031270980835"
"6949","2918","2918","2918","1.1892766952514648","1.1892766952514648","1.1892766952514648"
"6954","2920","2920","2920","1.321805477142334","1.321805477142334","1.321805477142334"
"6959","2922","2922","2922","1.1822497844696045","1.1822497844696045","1.1822497844696045"
"6964","2924","2924","2924","1.1312941312789917","1.1312941312789917","1.1312941312789917"
"6969","2926","2926","2926","1.251434087753296","1.251434087753296","1.251434087753296"
"6974","2928","2928","2928","1.1492931842803955","1.1492931842803955","1.1492931842803955"
"6979","2930","2930","2930","1.2307312488555908","1.2307312488555908","1.2307312488555908"
"6984","2932","2932","2932","1.2043527364730835","1.2043527364730835","1.2043527364730835"
"6989","2934","2934","2934","1.1561137437820435","1.1561137437820435","1.1561137437820435"
"6994","2936","2936","2936","1.1462088823318481","1.1462088823318481","1.1462088823318481"
"6999","2939","2939","2939","1.1932626962661743","1.1932626962661743","1.1932626962661743"
"7004","2941","2941","2941","1.2639787197113037","1.2639787197113037","1.2639787197113037"
"7009","2943","2943","2943","1.3009881973266602","1.3009881973266602","1.3009881973266602"
"7014","2945","2945","2945","1.4347164630889893","1.4347164630889893","1.4347164630889893"
"7019","2947","2947","2947","1.2785251140594482","1.2785251140594482","1.2785251140594482"
"7024","2949","2949","2949","1.4162596464157104","1.4162596464157104","1.4162596464157104"
"7029","2951","2951","2951","1.2657787799835205","1.2657787799835205","1.2657787799835205"
"7034","2953","2953","2953","1.4110409021377563","1.4110409021377563","1.4110409021377563"
"7039","2955","2955","2955","1.330369234085083","1.330369234085083","1.330369234085083"
"7044","2957","2957","2957","1.2977538108825684","1.2977538108825684","1.2977538108825684"
"7049","2960","2960","2960","1.1082760095596313","1.1082760095596313","1.1082760095596313"
"7054","2962","2962","2962","1.3347196578979492","1.3347196578979492","1.3347196578979492"
"7059","2964","2964","2964","1.021437168121338","1.021437168121338","1.021437168121338"
"7064","2966","2966","2966","1.4024102687835693","1.4024102687835693","1.4024102687835693"
"7069","2968","2968","2968","1.3414417505264282","1.3414417505264282","1.3414417505264282"
"7074","2970","2970","2970","1.3208881616592407","1.3208881616592407","1.3208881616592407"
"7079","2972","2972","2972","1.3515790700912476","1.3515790700912476","1.3515790700912476"
"7084","2974","2974","2974","1.3124070167541504","1.3124070167541504","1.3124070167541504"
"7089","2976","2976","2976","1.339451789855957","1.339451789855957","1.339451789855957"
"7094","2978","2978","2978","1.1672515869140625","1.1672515869140625","1.1672515869140625"
"7099","2981","2981","2981","1.3148263692855835","1.3148263692855835","1.3148263692855835"
