"Iter","s3dis/semseg-octformer-v1m1-0-lit - _step","s3dis/semseg-octformer-v1m1-0-lit - _step__MIN","s3dis/semseg-octformer-v1m1-0-lit - _step__MAX","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MIN","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MAX"
"354","354","354","354","1.0707751512527466","1.0707751512527466","1.0707751512527466"
"355","355","355","355","1.117250680923462","1.117250680923462","1.117250680923462"
"356","356","356","356","1.1466879844665527","1.1466879844665527","1.1466879844665527"
"357","357","357","357","0.9256349205970764","0.9256349205970764","0.9256349205970764"
"358","358","358","358","0.9983332753181458","0.9983332753181458","0.9983332753181458"
"359","359","359","359","1.411096215248108","1.411096215248108","1.411096215248108"
"360","360","360","360","1.1710529327392578","1.1710529327392578","1.1710529327392578"
"361","361","361","361","1.0752626657485962","1.0752626657485962","1.0752626657485962"
"362","362","362","362","1.0422253608703613","1.0422253608703613","1.0422253608703613"
"363","363","363","363","1.0701160430908203","1.0701160430908203","1.0701160430908203"
"364","364","364","364","1.0123807191848755","1.0123807191848755","1.0123807191848755"
"365","365","365","365","1.2938255071640015","1.2938255071640015","1.2938255071640015"
"366","366","366","366","1.2807042598724365","1.2807042598724365","1.2807042598724365"
"367","367","367","367","1.525549292564392","1.525549292564392","1.525549292564392"
"368","368","368","368","1.2766611576080322","1.2766611576080322","1.2766611576080322"
"369","369","369","369","1.0602086782455444","1.0602086782455444","1.0602086782455444"
"370","370","370","370","1.0925761461257935","1.0925761461257935","1.0925761461257935"
"371","371","371","371","1.3115832805633545","1.3115832805633545","1.3115832805633545"
"372","372","372","372","1.3008912801742554","1.3008912801742554","1.3008912801742554"
"373","373","373","373","1.1292864084243774","1.1292864084243774","1.1292864084243774"
"374","374","374","374","1.1516157388687134","1.1516157388687134","1.1516157388687134"
"375","375","375","375","1.2487859725952148","1.2487859725952148","1.2487859725952148"
"376","376","376","376","1.1426128149032593","1.1426128149032593","1.1426128149032593"
"377","377","377","377","1.2226979732513428","1.2226979732513428","1.2226979732513428"
"378","378","378","378","1.178122639656067","1.178122639656067","1.178122639656067"
"379","379","379","379","1.1720038652420044","1.1720038652420044","1.1720038652420044"
"380","380","380","380","1.288447618484497","1.288447618484497","1.288447618484497"
"381","381","381","381","1.2380932569503784","1.2380932569503784","1.2380932569503784"
"382","382","382","382","1.2836482524871826","1.2836482524871826","1.2836482524871826"
"383","383","383","383","1.378392219543457","1.378392219543457","1.378392219543457"
"384","384","384","384","1.137019395828247","1.137019395828247","1.137019395828247"
"385","385","385","385","1.2100143432617188","1.2100143432617188","1.2100143432617188"
"386","386","386","386","1.44225013256073","1.44225013256073","1.44225013256073"
"387","387","387","387","1.1448330879211426","1.1448330879211426","1.1448330879211426"
"388","388","388","388","1.1628124713897705","1.1628124713897705","1.1628124713897705"
"389","389","389","389","1.0338822603225708","1.0338822603225708","1.0338822603225708"
"390","390","390","390","1.2286299467086792","1.2286299467086792","1.2286299467086792"
"391","391","391","391","1.0008535385131836","1.0008535385131836","1.0008535385131836"
"392","392","392","392","1.3694565296173096","1.3694565296173096","1.3694565296173096"
"393","393","393","393","1.3291196823120117","1.3291196823120117","1.3291196823120117"
"394","394","394","394","1.1272273063659668","1.1272273063659668","1.1272273063659668"
"395","395","395","395","1.1985814571380615","1.1985814571380615","1.1985814571380615"
"396","396","396","396","1.3586719036102295","1.3586719036102295","1.3586719036102295"
"397","397","397","397","1.3192158937454224","1.3192158937454224","1.3192158937454224"
"398","398","398","398","1.2036892175674438","1.2036892175674438","1.2036892175674438"
"399","399","399","399","1.1462899446487427","1.1462899446487427","1.1462899446487427"
"400","400","400","400","1.317434549331665","1.317434549331665","1.317434549331665"
"401","401","401","401","1.0451794862747192","1.0451794862747192","1.0451794862747192"
"402","402","402","402","1.1144887208938599","1.1144887208938599","1.1144887208938599"
"403","403","403","403","1.0391480922698975","1.0391480922698975","1.0391480922698975"
"404","404","404","404","1.32038152217865","1.32038152217865","1.32038152217865"
"405","405","405","405","1.1942524909973145","1.1942524909973145","1.1942524909973145"
"406","406","406","406","1.2027218341827393","1.2027218341827393","1.2027218341827393"
"407","407","407","407","1.0922337770462036","1.0922337770462036","1.0922337770462036"
"408","408","408","408","1.0939748287200928","1.0939748287200928","1.0939748287200928"
"409","409","409","409","1.2821776866912842","1.2821776866912842","1.2821776866912842"
"410","410","410","410","1.257053017616272","1.257053017616272","1.257053017616272"
"411","411","411","411","1.0758620500564575","1.0758620500564575","1.0758620500564575"
"412","412","412","412","1.1604728698730469","1.1604728698730469","1.1604728698730469"
"413","413","413","413","1.3187369108200073","1.3187369108200073","1.3187369108200073"
"414","414","414","414","1.1447218656539917","1.1447218656539917","1.1447218656539917"
"415","415","415","415","1.3238650560379028","1.3238650560379028","1.3238650560379028"
"416","416","416","416","1.2655627727508545","1.2655627727508545","1.2655627727508545"
"417","417","417","417","1.1671098470687866","1.1671098470687866","1.1671098470687866"
"418","418","418","418","1.1242057085037231","1.1242057085037231","1.1242057085037231"
"419","419","419","419","1.1237634420394897","1.1237634420394897","1.1237634420394897"
"420","420","420","420","1.2898523807525635","1.2898523807525635","1.2898523807525635"
"421","421","421","421","1.1014471054077148","1.1014471054077148","1.1014471054077148"
"422","422","422","422","1.0092881917953491","1.0092881917953491","1.0092881917953491"
"423","423","423","423","1.1664015054702759","1.1664015054702759","1.1664015054702759"
"424","424","424","424","1.0497970581054688","1.0497970581054688","1.0497970581054688"
"425","425","425","425","1.2764781713485718","1.2764781713485718","1.2764781713485718"
"426","426","426","426","1.2119145393371582","1.2119145393371582","1.2119145393371582"
"427","427","427","427","1.3542900085449219","1.3542900085449219","1.3542900085449219"
"428","428","428","428","0.9881433248519897","0.9881433248519897","0.9881433248519897"
"429","429","429","429","1.2129316329956055","1.2129316329956055","1.2129316329956055"
"430","430","430","430","1.0871821641921997","1.0871821641921997","1.0871821641921997"
"431","431","431","431","1.0908459424972534","1.0908459424972534","1.0908459424972534"
"432","432","432","432","1.1988617181777954","1.1988617181777954","1.1988617181777954"
"433","433","433","433","1.1694185733795166","1.1694185733795166","1.1694185733795166"
"434","434","434","434","1.2243938446044922","1.2243938446044922","1.2243938446044922"
"435","435","435","435","1.3551639318466187","1.3551639318466187","1.3551639318466187"
"436","436","436","436","1.375700831413269","1.375700831413269","1.375700831413269"
"437","437","437","437","1.1300631761550903","1.1300631761550903","1.1300631761550903"
"438","438","438","438","1.2886203527450562","1.2886203527450562","1.2886203527450562"
"439","439","439","439","1.2481403350830078","1.2481403350830078","1.2481403350830078"
"440","440","440","440","1.1812509298324585","1.1812509298324585","1.1812509298324585"
"441","441","441","441","1.4655814170837402","1.4655814170837402","1.4655814170837402"
"442","442","442","442","1.2747668027877808","1.2747668027877808","1.2747668027877808"
"443","443","443","443","1.1622172594070435","1.1622172594070435","1.1622172594070435"
"444","444","444","444","1.4661214351654053","1.4661214351654053","1.4661214351654053"
"445","445","445","445","1.269816279411316","1.269816279411316","1.269816279411316"
"446","446","446","446","1.2823090553283691","1.2823090553283691","1.2823090553283691"
"447","447","447","447","1.5410501956939697","1.5410501956939697","1.5410501956939697"
"448","448","448","448","1.55975341796875","1.55975341796875","1.55975341796875"
"449","449","449","449","1.3512018918991089","1.3512018918991089","1.3512018918991089"
"450","450","450","450","1.3282392024993896","1.3282392024993896","1.3282392024993896"
"451","451","451","451","1.1790858507156372","1.1790858507156372","1.1790858507156372"
"452","452","452","452","1.379767656326294","1.379767656326294","1.379767656326294"
"453","453","453","453","1.4068171977996826","1.4068171977996826","1.4068171977996826"
"454","454","454","454","1.4355638027191162","1.4355638027191162","1.4355638027191162"
"455","455","455","455","1.3870491981506348","1.3870491981506348","1.3870491981506348"
"456","456","456","456","1.3758728504180908","1.3758728504180908","1.3758728504180908"
"457","457","457","457","1.2864503860473633","1.2864503860473633","1.2864503860473633"
"458","458","458","458","1.2732566595077515","1.2732566595077515","1.2732566595077515"
"459","459","459","459","1.297500491142273","1.297500491142273","1.297500491142273"
"460","460","460","460","1.3461153507232666","1.3461153507232666","1.3461153507232666"
"461","461","461","461","1.4106314182281494","1.4106314182281494","1.4106314182281494"
"462","462","462","462","1.2147115468978882","1.2147115468978882","1.2147115468978882"
"463","463","463","463","1.210401177406311","1.210401177406311","1.210401177406311"
"464","464","464","464","1.1680290699005127","1.1680290699005127","1.1680290699005127"
"465","465","465","465","1.3177047967910767","1.3177047967910767","1.3177047967910767"
"466","466","466","466","1.4486671686172485","1.4486671686172485","1.4486671686172485"
"467","467","467","467","1.5705240964889526","1.5705240964889526","1.5705240964889526"
"468","468","468","468","1.2659268379211426","1.2659268379211426","1.2659268379211426"
"469","469","469","469","1.2861169576644897","1.2861169576644897","1.2861169576644897"
"470","470","470","470","1.3583807945251465","1.3583807945251465","1.3583807945251465"
"471","471","471","471","1.2857799530029297","1.2857799530029297","1.2857799530029297"
"472","472","472","472","1.2220157384872437","1.2220157384872437","1.2220157384872437"
"473","473","473","473","1.1711971759796143","1.1711971759796143","1.1711971759796143"
"474","474","474","474","1.032147765159607","1.032147765159607","1.032147765159607"
"475","475","475","475","1.2316328287124634","1.2316328287124634","1.2316328287124634"
"476","476","476","476","1.5158876180648804","1.5158876180648804","1.5158876180648804"
"477","477","477","477","1.321050763130188","1.321050763130188","1.321050763130188"
"478","478","478","478","1.238293170928955","1.238293170928955","1.238293170928955"
"479","479","479","479","1.4333595037460327","1.4333595037460327","1.4333595037460327"
"480","480","480","480","1.2348310947418213","1.2348310947418213","1.2348310947418213"
"481","481","481","481","1.2479023933410645","1.2479023933410645","1.2479023933410645"
"482","482","482","482","1.25462806224823","1.25462806224823","1.25462806224823"
"483","483","483","483","1.378988265991211","1.378988265991211","1.378988265991211"
"484","484","484","484","1.4427570104599","1.4427570104599","1.4427570104599"
"485","485","485","485","1.3548243045806885","1.3548243045806885","1.3548243045806885"
"486","486","486","486","1.1138737201690674","1.1138737201690674","1.1138737201690674"
"487","487","487","487","1.4259384870529175","1.4259384870529175","1.4259384870529175"
"488","488","488","488","1.2463123798370361","1.2463123798370361","1.2463123798370361"
"489","489","489","489","1.0343774557113647","1.0343774557113647","1.0343774557113647"
"490","490","490","490","1.25990629196167","1.25990629196167","1.25990629196167"
"491","491","491","491","1.1724705696105957","1.1724705696105957","1.1724705696105957"
"492","492","492","492","1.117376446723938","1.117376446723938","1.117376446723938"
"493","493","493","493","1.2453436851501465","1.2453436851501465","1.2453436851501465"
"494","494","494","494","1.1156851053237915","1.1156851053237915","1.1156851053237915"
"495","495","495","495","1.2963348627090454","1.2963348627090454","1.2963348627090454"
"496","496","496","496","1.2305755615234375","1.2305755615234375","1.2305755615234375"
"497","497","497","497","1.3478060960769653","1.3478060960769653","1.3478060960769653"
"498","498","498","498","1.1610381603240967","1.1610381603240967","1.1610381603240967"
"499","499","499","499","1.2126786708831787","1.2126786708831787","1.2126786708831787"
"500","500","500","500","0.98597651720047","0.98597651720047","0.98597651720047"
"501","501","501","501","1.1802507638931274","1.1802507638931274","1.1802507638931274"
"502","502","502","502","1.1266367435455322","1.1266367435455322","1.1266367435455322"
"503","503","503","503","1.2205078601837158","1.2205078601837158","1.2205078601837158"
"504","504","504","504","1.4507184028625488","1.4507184028625488","1.4507184028625488"
"505","505","505","505","1.3609364032745361","1.3609364032745361","1.3609364032745361"
"506","506","506","506","1.204706072807312","1.204706072807312","1.204706072807312"
"507","507","507","507","0.9885485768318176","0.9885485768318176","0.9885485768318176"
"508","508","508","508","1.2058706283569336","1.2058706283569336","1.2058706283569336"
"509","509","509","509","1.092408299446106","1.092408299446106","1.092408299446106"
"510","510","510","510","1.105290174484253","1.105290174484253","1.105290174484253"
"511","511","511","511","1.123814582824707","1.123814582824707","1.123814582824707"
"512","512","512","512","1.464737057685852","1.464737057685852","1.464737057685852"
"513","513","513","513","1.0158849954605103","1.0158849954605103","1.0158849954605103"
"514","514","514","514","1.204789161682129","1.204789161682129","1.204789161682129"
"515","515","515","515","1.1035693883895874","1.1035693883895874","1.1035693883895874"
"516","516","516","516","1.123517632484436","1.123517632484436","1.123517632484436"
"517","517","517","517","1.077937126159668","1.077937126159668","1.077937126159668"
"518","518","518","518","1.3429018259048462","1.3429018259048462","1.3429018259048462"
"519","519","519","519","1.3064192533493042","1.3064192533493042","1.3064192533493042"
"520","520","520","520","1.1199225187301636","1.1199225187301636","1.1199225187301636"
"521","521","521","521","1.3126270771026611","1.3126270771026611","1.3126270771026611"
"522","522","522","522","1.0011872053146362","1.0011872053146362","1.0011872053146362"
"523","523","523","523","1.0577456951141357","1.0577456951141357","1.0577456951141357"
