"Iter","s3dis/semseg-pt-v1-0-base - _step","s3dis/semseg-pt-v1-0-base - _step__MIN","s3dis/semseg-pt-v1-0-base - _step__MAX","s3dis/semseg-pt-v1-0-base - train_batch/loss","s3dis/semseg-pt-v1-0-base - train_batch/loss__MIN","s3dis/semseg-pt-v1-0-base - train_batch/loss__MAX"
"31572","31572","31572","31572","0.09176034480333328","0.09176034480333328","0.09176034480333328"
"31573","31573","31573","31573","0.18057434260845184","0.18057434260845184","0.18057434260845184"
"31574","31574","31574","31574","0.08476311713457108","0.08476311713457108","0.08476311713457108"
"31575","31575","31575","31575","0.15899915993213654","0.15899915993213654","0.15899915993213654"
"31577","31577","31577","31577","0.09219807386398315","0.09219807386398315","0.09219807386398315"
"31580","31580","31580","31580","0.16032326221466064","0.16032326221466064","0.16032326221466064"
"31581","31581","31581","31581","0.07143949717283249","0.07143949717283249","0.07143949717283249"
"31582","31582","31582","31582","0.17291471362113953","0.17291471362113953","0.17291471362113953"
"31583","31583","31583","31583","0.19479379057884216","0.19479379057884216","0.19479379057884216"
"31584","31584","31584","31584","0.12196526676416397","0.12196526676416397","0.12196526676416397"
"31586","31586","31586","31586","0.1503012329339981","0.1503012329339981","0.1503012329339981"
"31587","31587","31587","31587","0.16030025482177734","0.16030025482177734","0.16030025482177734"
"31588","31588","31588","31588","0.1095598116517067","0.1095598116517067","0.1095598116517067"
"31589","31589","31589","31589","0.13743822276592255","0.13743822276592255","0.13743822276592255"
"31590","31590","31590","31590","0.11006560176610947","0.11006560176610947","0.11006560176610947"
"31591","31591","31591","31591","0.10756317526102066","0.10756317526102066","0.10756317526102066"
"31593","31593","31593","31593","0.14329984784126282","0.14329984784126282","0.14329984784126282"
"31594","31594","31594","31594","0.16114339232444763","0.16114339232444763","0.16114339232444763"
"31595","31595","31595","31595","0.11138682812452316","0.11138682812452316","0.11138682812452316"
"31596","31596","31596","31596","0.10573034733533859","0.10573034733533859","0.10573034733533859"
"31597","31597","31597","31597","0.13603505492210388","0.13603505492210388","0.13603505492210388"
"31598","31598","31598","31598","0.13605241477489471","0.13605241477489471","0.13605241477489471"
"31599","31599","31599","31599","0.11386947333812714","0.11386947333812714","0.11386947333812714"
"31600","31600","31600","31600","0.125994011759758","0.125994011759758","0.125994011759758"
"31601","31601","31601","31601","0.12066055834293365","0.12066055834293365","0.12066055834293365"
"31602","31602","31602","31602","0.1116173267364502","0.1116173267364502","0.1116173267364502"
"31605","31605","31605","31605","0.12288117408752441","0.12288117408752441","0.12288117408752441"
"31606","31606","31606","31606","0.1465449333190918","0.1465449333190918","0.1465449333190918"
"31608","31608","31608","31608","0.11539026349782944","0.11539026349782944","0.11539026349782944"
"31609","31609","31609","31609","0.23028981685638428","0.23028981685638428","0.23028981685638428"
"31610","31610","31610","31610","0.1261349320411682","0.1261349320411682","0.1261349320411682"
"31611","31611","31611","31611","0.13110493123531342","0.13110493123531342","0.13110493123531342"
"31612","31612","31612","31612","0.07065292447805405","0.07065292447805405","0.07065292447805405"
"31613","31613","31613","31613","0.10285428911447525","0.10285428911447525","0.10285428911447525"
"31614","31614","31614","31614","0.1667591780424118","0.1667591780424118","0.1667591780424118"
"31616","31616","31616","31616","0.11853333562612534","0.11853333562612534","0.11853333562612534"
"31617","31617","31617","31617","0.05780591443181038","0.05780591443181038","0.05780591443181038"
"31618","31618","31618","31618","0.1697068065404892","0.1697068065404892","0.1697068065404892"
"31620","31620","31620","31620","0.12233353406190872","0.12233353406190872","0.12233353406190872"
"31621","31621","31621","31621","0.07129345834255219","0.07129345834255219","0.07129345834255219"
"31622","31622","31622","31622","0.14161056280136108","0.14161056280136108","0.14161056280136108"
"31623","31623","31623","31623","0.09782125800848007","0.09782125800848007","0.09782125800848007"
"31624","31624","31624","31624","0.09535735100507736","0.09535735100507736","0.09535735100507736"
"31625","31625","31625","31625","0.1294468194246292","0.1294468194246292","0.1294468194246292"
"31626","31626","31626","31626","0.12094829231500626","0.12094829231500626","0.12094829231500626"
"31627","31627","31627","31627","0.16866660118103027","0.16866660118103027","0.16866660118103027"
"31628","31628","31628","31628","0.08355493098497391","0.08355493098497391","0.08355493098497391"
"31629","31629","31629","31629","0.0776204988360405","0.0776204988360405","0.0776204988360405"
"31630","31630","31630","31630","0.12231159210205078","0.12231159210205078","0.12231159210205078"
"31631","31631","31631","31631","0.1287984699010849","0.1287984699010849","0.1287984699010849"
"31635","31635","31635","31635","0.12208294123411179","0.12208294123411179","0.12208294123411179"
"31636","31636","31636","31636","0.08965960144996643","0.08965960144996643","0.08965960144996643"
"31638","31638","31638","31638","0.1422998458147049","0.1422998458147049","0.1422998458147049"
"31640","31640","31640","31640","0.07139723002910614","0.07139723002910614","0.07139723002910614"
"31641","31641","31641","31641","0.1506434977054596","0.1506434977054596","0.1506434977054596"
"31642","31642","31642","31642","0.13459157943725586","0.13459157943725586","0.13459157943725586"
"31643","31643","31643","31643","0.07702193409204483","0.07702193409204483","0.07702193409204483"
"31644","31644","31644","31644","0.07215441018342972","0.07215441018342972","0.07215441018342972"
"31645","31645","31645","31645","0.1338081955909729","0.1338081955909729","0.1338081955909729"
"31646","31646","31646","31646","0.14518988132476807","0.14518988132476807","0.14518988132476807"
"31647","31647","31647","31647","0.11608940362930298","0.11608940362930298","0.11608940362930298"
"31648","31648","31648","31648","0.11022461205720901","0.11022461205720901","0.11022461205720901"
"31649","31649","31649","31649","0.12458179146051407","0.12458179146051407","0.12458179146051407"
"31650","31650","31650","31650","0.1159338653087616","0.1159338653087616","0.1159338653087616"
"31651","31651","31651","31651","0.1257772296667099","0.1257772296667099","0.1257772296667099"
"31654","31654","31654","31654","0.11778821796178818","0.11778821796178818","0.11778821796178818"
"31655","31655","31655","31655","0.21218803524971008","0.21218803524971008","0.21218803524971008"
"31657","31657","31657","31657","0.13161519169807434","0.13161519169807434","0.13161519169807434"
"31658","31658","31658","31658","0.11391373723745346","0.11391373723745346","0.11391373723745346"
"31659","31659","31659","31659","0.108631931245327","0.108631931245327","0.108631931245327"
"31660","31660","31660","31660","0.14597909152507782","0.14597909152507782","0.14597909152507782"
"31661","31661","31661","31661","0.1615266650915146","0.1615266650915146","0.1615266650915146"
"31662","31662","31662","31662","0.14693646132946014","0.14693646132946014","0.14693646132946014"
"31663","31663","31663","31663","0.16657069325447083","0.16657069325447083","0.16657069325447083"
"31664","31664","31664","31664","0.16086013615131378","0.16086013615131378","0.16086013615131378"
"31665","31665","31665","31665","0.15186098217964172","0.15186098217964172","0.15186098217964172"
"31666","31666","31666","31666","0.09554371982812881","0.09554371982812881","0.09554371982812881"
"31667","31667","31667","31667","0.08228367567062378","0.08228367567062378","0.08228367567062378"
"31668","31668","31668","31668","0.13240264356136322","0.13240264356136322","0.13240264356136322"
"31669","31669","31669","31669","0.07541675120592117","0.07541675120592117","0.07541675120592117"
"31670","31670","31670","31670","0.13562822341918945","0.13562822341918945","0.13562822341918945"
"31671","31671","31671","31671","0.16320888698101044","0.16320888698101044","0.16320888698101044"
"31672","31672","31672","31672","0.171355739235878","0.171355739235878","0.171355739235878"
"31673","31673","31673","31673","0.13503405451774597","0.13503405451774597","0.13503405451774597"
"31674","31674","31674","31674","0.1315036565065384","0.1315036565065384","0.1315036565065384"
"31677","31677","31677","31677","0.13936671614646912","0.13936671614646912","0.13936671614646912"
"31678","31678","31678","31678","0.12863360345363617","0.12863360345363617","0.12863360345363617"
"31679","31679","31679","31679","0.110664501786232","0.110664501786232","0.110664501786232"
"31680","31680","31680","31680","0.16712531447410583","0.16712531447410583","0.16712531447410583"
"31681","31681","31681","31681","0.13650575280189514","0.13650575280189514","0.13650575280189514"
"31682","31682","31682","31682","0.1275583654642105","0.1275583654642105","0.1275583654642105"
"31683","31683","31683","31683","0.13452601432800293","0.13452601432800293","0.13452601432800293"
"31684","31684","31684","31684","0.12639252841472626","0.12639252841472626","0.12639252841472626"
"31685","31685","31685","31685","0.06499949097633362","0.06499949097633362","0.06499949097633362"
"31686","31686","31686","31686","0.12062445282936096","0.12062445282936096","0.12062445282936096"
"31687","31687","31687","31687","0.15753087401390076","0.15753087401390076","0.15753087401390076"
"31688","31688","31688","31688","0.10723159462213516","0.10723159462213516","0.10723159462213516"
"31689","31689","31689","31689","0.11430804431438446","0.11430804431438446","0.11430804431438446"
"31690","31690","31690","31690","0.10454889386892319","0.10454889386892319","0.10454889386892319"
"31692","31692","31692","31692","0.10206776857376099","0.10206776857376099","0.10206776857376099"
"31693","31693","31693","31693","0.11657655984163284","0.11657655984163284","0.11657655984163284"
"31694","31694","31694","31694","0.14660541713237762","0.14660541713237762","0.14660541713237762"
"31695","31695","31695","31695","0.11109287291765213","0.11109287291765213","0.11109287291765213"
"31697","31697","31697","31697","0.12705466151237488","0.12705466151237488","0.12705466151237488"
"31698","31698","31698","31698","0.10556189715862274","0.10556189715862274","0.10556189715862274"
"31699","31699","31699","31699","0.05855625122785568","0.05855625122785568","0.05855625122785568"
"31700","31700","31700","31700","0.1837484985589981","0.1837484985589981","0.1837484985589981"
"31701","31701","31701","31701","0.11420921236276627","0.11420921236276627","0.11420921236276627"
"31702","31702","31702","31702","0.07455921918153763","0.07455921918153763","0.07455921918153763"
"31703","31703","31703","31703","0.15858666598796844","0.15858666598796844","0.15858666598796844"
"31704","31704","31704","31704","0.1095084473490715","0.1095084473490715","0.1095084473490715"
"31705","31705","31705","31705","0.1551876962184906","0.1551876962184906","0.1551876962184906"
"31706","31706","31706","31706","0.11260158568620682","0.11260158568620682","0.11260158568620682"
"31707","31707","31707","31707","0.12696999311447144","0.12696999311447144","0.12696999311447144"
"31708","31708","31708","31708","0.09607692062854767","0.09607692062854767","0.09607692062854767"
"31709","31709","31709","31709","0.13385061919689178","0.13385061919689178","0.13385061919689178"
"31710","31710","31710","31710","0.05336419865489006","0.05336419865489006","0.05336419865489006"
"31711","31711","31711","31711","0.06208641827106476","0.06208641827106476","0.06208641827106476"
"31712","31712","31712","31712","0.1321936398744583","0.1321936398744583","0.1321936398744583"
"31713","31713","31713","31713","0.12165094166994095","0.12165094166994095","0.12165094166994095"
"31714","31714","31714","31714","0.15159037709236145","0.15159037709236145","0.15159037709236145"
"31715","31715","31715","31715","0.1843358278274536","0.1843358278274536","0.1843358278274536"
"31716","31716","31716","31716","0.12166070938110352","0.12166070938110352","0.12166070938110352"
"31717","31717","31717","31717","0.09978415817022324","0.09978415817022324","0.09978415817022324"
"31718","31718","31718","31718","0.10729443281888962","0.10729443281888962","0.10729443281888962"
"31719","31719","31719","31719","0.10180439800024033","0.10180439800024033","0.10180439800024033"
"31720","31720","31720","31720","0.16601768136024475","0.16601768136024475","0.16601768136024475"
"31721","31721","31721","31721","0.13004359602928162","0.13004359602928162","0.13004359602928162"
"31723","31723","31723","31723","0.11853788048028946","0.11853788048028946","0.11853788048028946"
"31724","31724","31724","31724","0.057032547891139984","0.057032547891139984","0.057032547891139984"
"31725","31725","31725","31725","0.1345338523387909","0.1345338523387909","0.1345338523387909"
"31726","31726","31726","31726","0.0642743930220604","0.0642743930220604","0.0642743930220604"
"31727","31727","31727","31727","0.14751788973808289","0.14751788973808289","0.14751788973808289"
"31728","31728","31728","31728","0.237729012966156","0.237729012966156","0.237729012966156"
"31729","31729","31729","31729","0.16576901078224182","0.16576901078224182","0.16576901078224182"
"31730","31730","31730","31730","0.0979362279176712","0.0979362279176712","0.0979362279176712"
"31731","31731","31731","31731","0.1451481282711029","0.1451481282711029","0.1451481282711029"
"31732","31732","31732","31732","0.11684134602546692","0.11684134602546692","0.11684134602546692"
"31733","31733","31733","31733","0.12568706274032593","0.12568706274032593","0.12568706274032593"
"31735","31735","31735","31735","0.10310161113739014","0.10310161113739014","0.10310161113739014"
"31736","31736","31736","31736","0.07780010998249054","0.07780010998249054","0.07780010998249054"
"31737","31737","31737","31737","0.08590162545442581","0.08590162545442581","0.08590162545442581"
"31738","31738","31738","31738","0.14846830070018768","0.14846830070018768","0.14846830070018768"
"31739","31739","31739","31739","0.2351946085691452","0.2351946085691452","0.2351946085691452"
"31740","31740","31740","31740","0.1447371542453766","0.1447371542453766","0.1447371542453766"
"31741","31741","31741","31741","0.18870076537132263","0.18870076537132263","0.18870076537132263"
"31743","31743","31743","31743","0.07537694275379181","0.07537694275379181","0.07537694275379181"
"31744","31744","31744","31744","0.07130801677703857","0.07130801677703857","0.07130801677703857"
"31745","31745","31745","31745","0.09297966957092285","0.09297966957092285","0.09297966957092285"
"31746","31746","31746","31746","0.13944603502750397","0.13944603502750397","0.13944603502750397"
"31747","31747","31747","31747","0.14960680902004242","0.14960680902004242","0.14960680902004242"
"31748","31748","31748","31748","0.10303119570016861","0.10303119570016861","0.10303119570016861"
"31749","31749","31749","31749","0.15673215687274933","0.15673215687274933","0.15673215687274933"
"31751","31751","31751","31751","0.07714013755321503","0.07714013755321503","0.07714013755321503"
"31752","31752","31752","31752","0.07777097076177597","0.07777097076177597","0.07777097076177597"
"31753","31753","31753","31753","0.11091598123311996","0.11091598123311996","0.11091598123311996"
"31754","31754","31754","31754","0.09929569810628891","0.09929569810628891","0.09929569810628891"
"31755","31755","31755","31755","0.09929325431585312","0.09929325431585312","0.09929325431585312"
"31756","31756","31756","31756","0.06644284725189209","0.06644284725189209","0.06644284725189209"
"31757","31757","31757","31757","0.18397903442382812","0.18397903442382812","0.18397903442382812"
"31760","31760","31760","31760","0.0529211051762104","0.0529211051762104","0.0529211051762104"
"31761","31761","31761","31761","0.15322157740592957","0.15322157740592957","0.15322157740592957"
"31762","31762","31762","31762","0.08584144711494446","0.08584144711494446","0.08584144711494446"
"31763","31763","31763","31763","0.14013683795928955","0.14013683795928955","0.14013683795928955"
"31764","31764","31764","31764","0.11670240014791489","0.11670240014791489","0.11670240014791489"
"31765","31765","31765","31765","0.12512290477752686","0.12512290477752686","0.12512290477752686"
"31766","31766","31766","31766","0.13054630160331726","0.13054630160331726","0.13054630160331726"
"31767","31767","31767","31767","0.1674526184797287","0.1674526184797287","0.1674526184797287"
"31768","31768","31768","31768","0.05377151072025299","0.05377151072025299","0.05377151072025299"
"31769","31769","31769","31769","0.14448221027851105","0.14448221027851105","0.14448221027851105"
"31770","31770","31770","31770","0.12087899446487427","0.12087899446487427","0.12087899446487427"
"31772","31772","31772","31772","0.13487578928470612","0.13487578928470612","0.13487578928470612"
"31773","31773","31773","31773","0.16523487865924835","0.16523487865924835","0.16523487865924835"
"31774","31774","31774","31774","0.16413871943950653","0.16413871943950653","0.16413871943950653"
"31775","31775","31775","31775","0.14620289206504822","0.14620289206504822","0.14620289206504822"
"31776","31776","31776","31776","0.09894552826881409","0.09894552826881409","0.09894552826881409"
"31777","31777","31777","31777","0.20816458761692047","0.20816458761692047","0.20816458761692047"
"31778","31778","31778","31778","0.17307239770889282","0.17307239770889282","0.17307239770889282"
"31780","31780","31780","31780","0.11894457042217255","0.11894457042217255","0.11894457042217255"
"31781","31781","31781","31781","0.1330094337463379","0.1330094337463379","0.1330094337463379"
"31782","31782","31782","31782","0.07534506171941757","0.07534506171941757","0.07534506171941757"
"31783","31783","31783","31783","0.15496979653835297","0.15496979653835297","0.15496979653835297"
"31784","31784","31784","31784","0.06890218704938889","0.06890218704938889","0.06890218704938889"
"31785","31785","31785","31785","0.180054172873497","0.180054172873497","0.180054172873497"
"31786","31786","31786","31786","0.18429480493068695","0.18429480493068695","0.18429480493068695"
"31787","31787","31787","31787","0.074795201420784","0.074795201420784","0.074795201420784"
"31788","31788","31788","31788","0.14733123779296875","0.14733123779296875","0.14733123779296875"
"31789","31789","31789","31789","0.17659863829612732","0.17659863829612732","0.17659863829612732"
"31790","31790","31790","31790","0.1501998007297516","0.1501998007297516","0.1501998007297516"
"31792","31792","31792","31792","0.12130436301231384","0.12130436301231384","0.12130436301231384"
"31793","31793","31793","31793","0.12503647804260254","0.12503647804260254","0.12503647804260254"
"31795","31795","31795","31795","0.13575555384159088","0.13575555384159088","0.13575555384159088"
"31796","31796","31796","31796","0.13075843453407288","0.13075843453407288","0.13075843453407288"
"31797","31797","31797","31797","0.06400609016418457","0.06400609016418457","0.06400609016418457"
"31798","31798","31798","31798","0.08291295915842056","0.08291295915842056","0.08291295915842056"
"31799","31799","31799","31799","0.16895920038223267","0.16895920038223267","0.16895920038223267"
"31800","31800","31800","31800","0.07262899726629257","0.07262899726629257","0.07262899726629257"
"31802","31802","31802","31802","0.085600845515728","0.085600845515728","0.085600845515728"
"31803","31803","31803","31803","0.1589764952659607","0.1589764952659607","0.1589764952659607"
"31804","31804","31804","31804","0.10590905696153641","0.10590905696153641","0.10590905696153641"
"31805","31805","31805","31805","0.0854455903172493","0.0854455903172493","0.0854455903172493"
"31806","31806","31806","31806","0.11029819399118423","0.11029819399118423","0.11029819399118423"
"31808","31808","31808","31808","0.11724727600812912","0.11724727600812912","0.11724727600812912"
"31809","31809","31809","31809","0.1065344288945198","0.1065344288945198","0.1065344288945198"
"31811","31811","31811","31811","0.13104666769504547","0.13104666769504547","0.13104666769504547"
"31812","31812","31812","31812","0.1273089498281479","0.1273089498281479","0.1273089498281479"
"31814","31814","31814","31814","0.15923050045967102","0.15923050045967102","0.15923050045967102"
"31815","31815","31815","31815","0.12052794545888901","0.12052794545888901","0.12052794545888901"
"31818","31818","31818","31818","0.059046149253845215","0.059046149253845215","0.059046149253845215"
"31819","31819","31819","31819","0.10684667527675629","0.10684667527675629","0.10684667527675629"
"31822","31822","31822","31822","0.12779583036899567","0.12779583036899567","0.12779583036899567"
"31823","31823","31823","31823","0.0693294033408165","0.0693294033408165","0.0693294033408165"
"31824","31824","31824","31824","0.0941011980175972","0.0941011980175972","0.0941011980175972"
"31825","31825","31825","31825","0.10771014541387558","0.10771014541387558","0.10771014541387558"
"31826","31826","31826","31826","0.1790332794189453","0.1790332794189453","0.1790332794189453"
"31828","31828","31828","31828","0.0863911584019661","0.0863911584019661","0.0863911584019661"
"31829","31829","31829","31829","0.1287473440170288","0.1287473440170288","0.1287473440170288"
"31831","31831","31831","31831","0.11252114921808243","0.11252114921808243","0.11252114921808243"
"31832","31832","31832","31832","0.10198751837015152","0.10198751837015152","0.10198751837015152"
"31833","31833","31833","31833","0.06419513374567032","0.06419513374567032","0.06419513374567032"
"31835","31835","31835","31835","0.1531362384557724","0.1531362384557724","0.1531362384557724"
"31836","31836","31836","31836","0.11864402890205383","0.11864402890205383","0.11864402890205383"
"31838","31838","31838","31838","0.1198478639125824","0.1198478639125824","0.1198478639125824"
"31839","31839","31839","31839","0.12988178431987762","0.12988178431987762","0.12988178431987762"
"31840","31840","31840","31840","0.07705315202474594","0.07705315202474594","0.07705315202474594"
"31841","31841","31841","31841","0.11567804962396622","0.11567804962396622","0.11567804962396622"
"31842","31842","31842","31842","0.054144419729709625","0.054144419729709625","0.054144419729709625"
"31844","31844","31844","31844","0.10541948676109314","0.10541948676109314","0.10541948676109314"
"31846","31846","31846","31846","0.058133162558078766","0.058133162558078766","0.058133162558078766"
"31847","31847","31847","31847","0.10285643488168716","0.10285643488168716","0.10285643488168716"
"31848","31848","31848","31848","0.07762887328863144","0.07762887328863144","0.07762887328863144"
"31850","31850","31850","31850","0.09580980986356735","0.09580980986356735","0.09580980986356735"
"31851","31851","31851","31851","0.11043653637170792","0.11043653637170792","0.11043653637170792"
"31852","31852","31852","31852","0.11473371833562851","0.11473371833562851","0.11473371833562851"
"31853","31853","31853","31853","0.12042508274316788","0.12042508274316788","0.12042508274316788"
"31854","31854","31854","31854","0.1928563416004181","0.1928563416004181","0.1928563416004181"
"31855","31855","31855","31855","0.10537988692522049","0.10537988692522049","0.10537988692522049"
"31856","31856","31856","31856","0.07553847134113312","0.07553847134113312","0.07553847134113312"
"31857","31857","31857","31857","0.10424531251192093","0.10424531251192093","0.10424531251192093"
"31858","31858","31858","31858","0.08495426923036575","0.08495426923036575","0.08495426923036575"
"31859","31859","31859","31859","0.1770600974559784","0.1770600974559784","0.1770600974559784"
"31861","31861","31861","31861","0.14654219150543213","0.14654219150543213","0.14654219150543213"
"31863","31863","31863","31863","0.06909437477588654","0.06909437477588654","0.06909437477588654"
"31864","31864","31864","31864","0.1145041286945343","0.1145041286945343","0.1145041286945343"
"31865","31865","31865","31865","0.12887036800384521","0.12887036800384521","0.12887036800384521"
"31866","31866","31866","31866","0.12969200313091278","0.12969200313091278","0.12969200313091278"
"31867","31867","31867","31867","0.1148599311709404","0.1148599311709404","0.1148599311709404"
"31868","31868","31868","31868","0.05826205015182495","0.05826205015182495","0.05826205015182495"
"31869","31869","31869","31869","0.12297774851322174","0.12297774851322174","0.12297774851322174"
"31870","31870","31870","31870","0.1288072168827057","0.1288072168827057","0.1288072168827057"
"31872","31872","31872","31872","0.0794721469283104","0.0794721469283104","0.0794721469283104"
"31873","31873","31873","31873","0.10971581935882568","0.10971581935882568","0.10971581935882568"
"31874","31874","31874","31874","0.1036185473203659","0.1036185473203659","0.1036185473203659"
"31875","31875","31875","31875","0.09823723882436752","0.09823723882436752","0.09823723882436752"
"31877","31877","31877","31877","0.16049952805042267","0.16049952805042267","0.16049952805042267"
"31878","31878","31878","31878","0.08234945684671402","0.08234945684671402","0.08234945684671402"
"31879","31879","31879","31879","0.12119404226541519","0.12119404226541519","0.12119404226541519"
"31881","31881","31881","31881","0.06664175540208817","0.06664175540208817","0.06664175540208817"
"31882","31882","31882","31882","0.1808289736509323","0.1808289736509323","0.1808289736509323"
"31883","31883","31883","31883","0.08233176916837692","0.08233176916837692","0.08233176916837692"
"31884","31884","31884","31884","0.12960918247699738","0.12960918247699738","0.12960918247699738"
"31885","31885","31885","31885","0.08765579015016556","0.08765579015016556","0.08765579015016556"
"31886","31886","31886","31886","0.1250697523355484","0.1250697523355484","0.1250697523355484"
"31888","31888","31888","31888","0.09379147738218307","0.09379147738218307","0.09379147738218307"
"31889","31889","31889","31889","0.17029504477977753","0.17029504477977753","0.17029504477977753"
"31890","31890","31890","31890","0.10567963123321533","0.10567963123321533","0.10567963123321533"
"31892","31892","31892","31892","0.12585049867630005","0.12585049867630005","0.12585049867630005"
"31893","31893","31893","31893","0.1344754844903946","0.1344754844903946","0.1344754844903946"
"31894","31894","31894","31894","0.12862417101860046","0.12862417101860046","0.12862417101860046"
"31895","31895","31895","31895","0.10956937819719315","0.10956937819719315","0.10956937819719315"
"31896","31896","31896","31896","0.12967941164970398","0.12967941164970398","0.12967941164970398"
"31897","31897","31897","31897","0.1712035983800888","0.1712035983800888","0.1712035983800888"
"31898","31898","31898","31898","0.11940085887908936","0.11940085887908936","0.11940085887908936"
"31899","31899","31899","31899","0.13540016114711761","0.13540016114711761","0.13540016114711761"
"31900","31900","31900","31900","0.08177467435598373","0.08177467435598373","0.08177467435598373"
"31902","31902","31902","31902","0.06810062378644943","0.06810062378644943","0.06810062378644943"
"31903","31903","31903","31903","0.10690547525882721","0.10690547525882721","0.10690547525882721"
"31904","31904","31904","31904","0.10568302124738693","0.10568302124738693","0.10568302124738693"
"31905","31905","31905","31905","0.09857004880905151","0.09857004880905151","0.09857004880905151"
"31906","31906","31906","31906","0.04657863825559616","0.04657863825559616","0.04657863825559616"
"31908","31908","31908","31908","0.16144336760044098","0.16144336760044098","0.16144336760044098"
"31909","31909","31909","31909","0.09399309754371643","0.09399309754371643","0.09399309754371643"
"31911","31911","31911","31911","0.13456299901008606","0.13456299901008606","0.13456299901008606"
"31912","31912","31912","31912","0.13442736864089966","0.13442736864089966","0.13442736864089966"
"31913","31913","31913","31913","0.13985829055309296","0.13985829055309296","0.13985829055309296"
"31914","31914","31914","31914","0.07849004864692688","0.07849004864692688","0.07849004864692688"
"31916","31916","31916","31916","0.05204886570572853","0.05204886570572853","0.05204886570572853"
"31917","31917","31917","31917","0.116126649081707","0.116126649081707","0.116126649081707"
"31918","31918","31918","31918","0.16715742647647858","0.16715742647647858","0.16715742647647858"
"31919","31919","31919","31919","0.1426432728767395","0.1426432728767395","0.1426432728767395"
"31920","31920","31920","31920","0.0749874860048294","0.0749874860048294","0.0749874860048294"
"31921","31921","31921","31921","0.11120003461837769","0.11120003461837769","0.11120003461837769"
"31922","31922","31922","31922","0.17895017564296722","0.17895017564296722","0.17895017564296722"
"31924","31924","31924","31924","0.19780918955802917","0.19780918955802917","0.19780918955802917"
"31925","31925","31925","31925","0.11238415539264679","0.11238415539264679","0.11238415539264679"
"31926","31926","31926","31926","0.16556109488010406","0.16556109488010406","0.16556109488010406"
"31927","31927","31927","31927","0.18907193839550018","0.18907193839550018","0.18907193839550018"
"31928","31928","31928","31928","0.1289891004562378","0.1289891004562378","0.1289891004562378"
"31929","31929","31929","31929","0.13236817717552185","0.13236817717552185","0.13236817717552185"
"31930","31930","31930","31930","0.13446667790412903","0.13446667790412903","0.13446667790412903"
"31931","31931","31931","31931","0.133163720369339","0.133163720369339","0.133163720369339"
"31932","31932","31932","31932","0.11492042243480682","0.11492042243480682","0.11492042243480682"
"31935","31935","31935","31935","0.06140410527586937","0.06140410527586937","0.06140410527586937"
"31936","31936","31936","31936","0.10010818392038345","0.10010818392038345","0.10010818392038345"
"31937","31937","31937","31937","0.0970354676246643","0.0970354676246643","0.0970354676246643"
"31939","31939","31939","31939","0.1437879353761673","0.1437879353761673","0.1437879353761673"
"31940","31940","31940","31940","0.12089086323976517","0.12089086323976517","0.12089086323976517"
"31941","31941","31941","31941","0.061052821576595306","0.061052821576595306","0.061052821576595306"
"31944","31944","31944","31944","0.10739719122648239","0.10739719122648239","0.10739719122648239"
"31945","31945","31945","31945","0.1504354625940323","0.1504354625940323","0.1504354625940323"
"31946","31946","31946","31946","0.10467378795146942","0.10467378795146942","0.10467378795146942"
"31947","31947","31947","31947","0.16423015296459198","0.16423015296459198","0.16423015296459198"
"31948","31948","31948","31948","0.15545523166656494","0.15545523166656494","0.15545523166656494"
"31949","31949","31949","31949","0.16908377408981323","0.16908377408981323","0.16908377408981323"
"31950","31950","31950","31950","0.06961910426616669","0.06961910426616669","0.06961910426616669"
"31951","31951","31951","31951","0.13823971152305603","0.13823971152305603","0.13823971152305603"
"31953","31953","31953","31953","0.12327547371387482","0.12327547371387482","0.12327547371387482"
"31954","31954","31954","31954","0.13870374858379364","0.13870374858379364","0.13870374858379364"
"31955","31955","31955","31955","0.10639674961566925","0.10639674961566925","0.10639674961566925"
"31956","31956","31956","31956","0.10267466306686401","0.10267466306686401","0.10267466306686401"
"31957","31957","31957","31957","0.13598376512527466","0.13598376512527466","0.13598376512527466"
"31959","31959","31959","31959","0.05097512900829315","0.05097512900829315","0.05097512900829315"
"31960","31960","31960","31960","0.07388034462928772","0.07388034462928772","0.07388034462928772"
"31961","31961","31961","31961","0.15359047055244446","0.15359047055244446","0.15359047055244446"
"31962","31962","31962","31962","0.10452137887477875","0.10452137887477875","0.10452137887477875"
"31964","31964","31964","31964","0.08900423347949982","0.08900423347949982","0.08900423347949982"
"31965","31965","31965","31965","0.08224642276763916","0.08224642276763916","0.08224642276763916"
"31968","31968","31968","31968","0.06856809556484222","0.06856809556484222","0.06856809556484222"
"31969","31969","31969","31969","0.1799212098121643","0.1799212098121643","0.1799212098121643"
"31970","31970","31970","31970","0.08437070995569229","0.08437070995569229","0.08437070995569229"
"31971","31971","31971","31971","0.13286468386650085","0.13286468386650085","0.13286468386650085"
"31972","31972","31972","31972","0.11523421853780746","0.11523421853780746","0.11523421853780746"
"31975","31975","31975","31975","0.1461949199438095","0.1461949199438095","0.1461949199438095"
"31976","31976","31976","31976","0.17163947224617004","0.17163947224617004","0.17163947224617004"
"31977","31977","31977","31977","0.1030101478099823","0.1030101478099823","0.1030101478099823"
"31978","31978","31978","31978","0.1401883065700531","0.1401883065700531","0.1401883065700531"
"31979","31979","31979","31979","0.1556745320558548","0.1556745320558548","0.1556745320558548"
"31980","31980","31980","31980","0.13448472321033478","0.13448472321033478","0.13448472321033478"
